Date,Buyer,Title
10/02/1726,"walthoe, john i",stanhope kempis
10/02/1726,"walthoe, john ii",stanhope kempis
10/02/1726,"ward, aaron",answer to a letter to a dissenter
10/02/1726,"ward, aaron",history of times
10/02/1726,"ward, aaron",murder of the french midwife
10/02/1726,"ward, aaron",two cases
10/02/1726,"ward, thomas",jenkins christian religion
10/02/1726,"ward, thomas",jenkins remarks
10/02/1726,"willford, john",kennet christian scholar
10/02/1726,"willford, john",kennet excellent daughter
10/02/1726,"willford, john",kennet premunientes
10/02/1726,"willford, john",kennet reconciling letter
10/02/1726,"willford, john",kennet reflections on cornish
10/02/1726,"willford, john",kennet sermons
10/02/1726,"wotton, thomas",aesop lestrange
10/02/1726,"wyatt, john",defence lilly grammar against johnson
10/02/1726,"wyatt, john",fiddes remarks on burnet
10/02/1726,"wyatt, john",fortune in her wits
10/02/1726,"wyatt, john",marshall sermon
10/02/1726,"wyatt, john",mosse sermon
10/02/1726,"wyatt, john",snape sermon
05/02/1727,"astley, thomas",artful husband
05/02/1727,"barker, benjamin",game law
05/02/1727,"barker, benjamin",gentleman recreation
05/02/1727,"barker, benjamin",godolphin abridgment of ecclesiastical laws
05/02/1727,"barker, benjamin",law of poor
05/02/1727,"barker, benjamin",ogilby roads
05/02/1727,"barker, benjamin",orphan legacy
05/02/1727,"barker, benjamin",saint evremond works
05/02/1727,"corbett, charles i",dugdale baronage
05/02/1727,"corbett, thomas",dugdale baronage
05/02/1727,"millar, andrew",blakeway melancholy
05/02/1727,"millar, andrew",blakeway sermons
05/02/1727,"millar, andrew",boerhaave method
05/02/1727,"millar, andrew",desaguliers lectures
05/02/1727,"millar, andrew",geographical table
05/02/1727,"millar, andrew",scripture penitents
05/02/1727,"osborn, john i (hd and pnr)",love in its empire
05/02/1727,"osborn, john i (hd and pnr)",tavern scuffle
05/02/1727,"osborn, john i (hd and pnr)","variety, a poem"
01/02/1728,"ballard, thomas",french grammar boyer
01/02/1728,"birt, samuel",the nature and design of holidays explained
01/02/1728,"giles, fletcher",coke reports
01/02/1728,"giles, fletcher",daily courant
01/02/1728,"giles, fletcher",godeau elevations
01/02/1728,"giles, fletcher",interpreter
01/02/1728,"giles, fletcher",valor beneficiorum
01/02/1728,"lintot, bernard",wood institutes of the civil law
01/02/1728,"lintot, bernard",wood institutes of the common law
01/02/1728,"lintot, henry",wood institutes of the civil law
01/02/1728,"lintot, henry",wood institutes of the common law
01/02/1728,"mears, william",actions for slander
01/02/1728,"mears, william",amends for ladies
01/02/1728,"mears, william",book of oaths
01/02/1728,"mears, william",discourse on government
01/02/1728,"mears, william",dyer reports
01/02/1728,"mears, william",fleta
01/02/1728,"mears, william",general charter and confirmation
01/02/1728,"mears, william",hearne reading
01/02/1728,"mears, william",jenkins works
01/02/1728,"mears, william",kitchin courts
01/02/1728,"mears, william",laws of england
01/02/1728,"mears, william",march reports
01/02/1728,"mears, william",mirror of justice
01/02/1728,"mears, william",noy reports
01/02/1728,"mears, william",preambulation of kent
01/02/1728,"mears, william",precedents of conveyances
01/02/1728,"mears, william",reports
01/02/1728,"mears, william",summary of laws of england
01/02/1728,"mears, william",the merry milk maid
01/02/1728,"mears, william",young clerk guide
01/02/1728,"osborne, thomas i",ars transferendi
01/02/1728,"osborne, thomas i",d'assigny meditations and prayers
01/02/1728,"osborne, thomas i",hardres reports
01/02/1728,"osborne, thomas i",raymond reports
01/02/1728,"osborne, thomas i",register of writs
01/02/1728,"osborne, thomas i",royal commentaries on peru
01/02/1728,"osborne, thomas ii",ars transferendi
01/02/1728,"osborne, thomas ii",d'assigny meditations and prayers
01/02/1728,"osborne, thomas ii",hardres reports
01/02/1728,"osborne, thomas ii",raymond reports
01/02/1728,"osborne, thomas ii",register of writs
01/02/1728,"osborne, thomas ii",royal commentaries on peru
06/18/1728,"astley, thomas",tales of the fairies
06/18/1728,"austen, stephen",reeves apology
06/18/1728,"barker, benjamin",kettlewell works
06/18/1728,"brown, daniel ii",affadavit man
06/18/1728,"brown, daniel ii",eliza haywood novels
06/18/1728,"clay, francis",common law common places
06/18/1728,"corbett, charles i",affadavit man
06/18/1728,"corbett, charles i",bradley good husbandry
06/18/1728,"corbett, charles i",city liberties
06/18/1728,"corbett, charles i",cobbler of preston
06/18/1728,"corbett, charles i",gulliver travels
06/18/1728,"corbett, charles i",law quibbles
06/18/1728,"corbett, charles i",life and adventures of pedrillo del campo
06/18/1728,"corbett, charles i",love letters
06/18/1728,"corbett, charles i",student companion
06/18/1728,"corbett, thomas",bradley good husbandry
06/18/1728,"corbett, thomas",city liberties
06/18/1728,"corbett, thomas",cobbler of preston
06/18/1728,"corbett, thomas",gulliver travels
06/18/1728,"corbett, thomas",law quibbles
06/18/1728,"corbett, thomas",life and adventures of pedrillo del campo
06/18/1728,"corbett, thomas",love letters
06/18/1728,"corbett, thomas",student companion
06/18/1728,"edlin, thomas",copies
06/18/1728,"edlin, thomas",eliza haywood novels
06/18/1728,"edlin, thomas",war and peace
06/18/1728,"franklin, richard",arabian nights entertainments
06/18/1728,"hazard, joseph i",william temple works
06/18/1728,"hazard, joseph ii",william temple works
06/18/1728,"jackson, john",cambray fables and dialogues
06/18/1728,"mears, william",aesop lestrange
06/18/1728,"mears, william",art of poetry
06/18/1728,"mears, william",bellamira
06/18/1728,"mears, william",court and country cook
06/18/1728,"mears, william",dictionary bailey
06/18/1728,"mears, william",gibson anatomy
06/18/1728,"mears, william",joannis clerici logica
06/18/1728,"mears, william",system of husbandry
06/18/1728,"mears, william",whitby
06/18/1728,"motte, benjamin",plautus comedies
06/18/1728,"osborne, thomas i",common law common places
06/18/1728,"osborne, thomas i",dugdale baronage
06/18/1728,"osborne, thomas i",francis osborn works
06/18/1728,"osborne, thomas ii",common law common places
06/18/1728,"osborne, thomas ii",dugdale baronage
06/18/1728,"osborne, thomas ii",francis osborn works
06/18/1728,"ward, aaron",clerici physica
06/18/1728,"ward, aaron","lowth ezekiel, daniel, minor prophets"
06/18/1728,"woodward, thomas",dugdale baronage
10/07/1728,"astley, thomas",whitby new testament
10/07/1728,"ward, aaron",woodman modern physician
10/20/1728,"hooke, john",art of poetry
10/20/1728,"hooke, john",dugdale monasticon
10/20/1728,"knapton, james",war and peace
10/20/1728,"knapton, john",war and peace
10/20/1728,"montague, richard",dictionary bailey
10/20/1728,"montague, richard",whitby new testament
10/20/1728,"osborn, john (lombard)",war and peace
10/20/1728,"pote, joseph",court and country cook
10/20/1728,"pote, joseph",delphin juvenal
10/20/1728,"pote, joseph",state trials
10/20/1728,"stagg, john",copies
10/20/1728,"ward, aaron",echard athenian
10/20/1728,"ward, aaron",terence echard
02/28/1730,"astley, thomas",boccaccio novels
02/28/1730,"birt, samuel",william temple works
02/28/1730,"clarke, john (exchange and cornhill)",antiquities
02/28/1730,"clarke, john (exchange and cornhill)",british empire in america
02/28/1730,"clarke, john (exchange and cornhill)",clavis homerica
02/28/1730,"clarke, john (exchange and cornhill)",copies
02/28/1730,"clarke, john (exchange and cornhill)",experiments on bezoar stones and sugar
02/28/1730,"clarke, john (exchange and cornhill)",history of the world
02/28/1730,"clarke, john (exchange and cornhill)",john selden works
02/28/1730,"clarke, john (exchange and cornhill)",juramenti
02/28/1730,"clarke, john (exchange and cornhill)",rushworth collections
02/28/1730,"clarke, john (exchange and cornhill)",scott christian life
02/28/1730,"clarke, john (exchange and cornhill)",sherlock catechism
02/28/1730,"clarke, john (exchange and cornhill)",sherlock practical christian
02/28/1730,"jackson, john",ben jonson works
02/28/1730,"longman, thomas i",glanvill sacrament
02/28/1730,"longman, thomas i",hale contemplations
02/28/1730,"longman, thomas i",sherlock pieces
02/28/1730,"motte, benjamin",copies
02/28/1730,"motte, benjamin",cowley works
02/28/1730,"motte, benjamin",delphin phaedri fabulae
02/28/1730,"motte, benjamin",delphin terence
02/28/1730,"motte, benjamin",halifax miscellanies
02/28/1730,"motte, benjamin",harris glossographia anglicana nova
02/28/1730,"motte, benjamin",pearson creed
02/28/1730,"motte, benjamin",stanhope kempis
02/28/1730,"motte, benjamin",voyage to china
02/28/1730,"osborn, john (lombard)",glanvill sacrament
02/28/1730,"osborn, john (lombard)",hale contemplations
02/28/1730,"osborn, john i (hd and pnr)",delphin justinius
02/28/1730,"osborn, john i (hd and pnr)",delphin juvenal
02/28/1730,"osborn, john i (hd and pnr)",dictionary boyer
02/28/1730,"osborn, john i (hd and pnr)",drelincourt death
02/28/1730,"osborn, john i (hd and pnr)",everard gauging
02/28/1730,"osborn, john i (hd and pnr)",leusden compendium
02/28/1730,"osborn, john i (hd and pnr)",molloy de jure maritimo
02/28/1730,"osborn, john i (hd and pnr)",pleas of the crown
02/28/1730,"osborn, john i (hd and pnr)",state trials
02/28/1730,"osborn, john i (hd and pnr)",stone readings on bankrupts
02/28/1730,"osborne, thomas i",don quixote
02/28/1730,"osborne, thomas ii",don quixote
02/28/1730,"ward, aaron",inett church history
02/28/1730,"ward, aaron",inett devotions
02/28/1730,"willford, john",falle account of jersey
02/28/1730,"wotton, thomas",british empire in america
02/28/1730,"wotton, thomas",brome plays
02/28/1730,"wotton, thomas",coke reports
02/28/1730,"wotton, thomas",copies
02/28/1730,"wotton, thomas",croke reports
02/28/1730,"wotton, thomas",dictionary cole latin
02/28/1730,"wotton, thomas",experiments on bezoar stones and sugar
02/28/1730,"wotton, thomas",fenwick trial
02/28/1730,"wotton, thomas",francis beaumont & john fletcher plays
02/28/1730,"wotton, thomas",harris lexicon technicum
02/28/1730,"wotton, thomas",james shirley plays
02/28/1730,"wotton, thomas",john selden works
02/28/1730,"wotton, thomas",lane reports
02/28/1730,"wotton, thomas",roll abridgement
02/28/1730,"wotton, thomas",rushworth collections
02/28/1730,"wotton, thomas",settle plays
02/28/1730,"wotton, thomas",state of great britain
02/28/1730,"wotton, thomas",trials regicides
02/28/1730,"wotton, thomas",william davenant plays
02/28/1730,"wotton, thomas",winch reports
03/27/1730,"astley, thomas",history of caramania
03/27/1730,"astley, thomas",memoirs of utopia
03/27/1730,"clarke, john (dl and spc)",delphin juvenal
03/27/1730,"jackson, john",michel de montaigne essays
03/27/1730,"knapton, james",homer greek and latin
03/27/1730,"knapton, john",homer greek and latin
03/27/1730,"knapton, paul",homer greek and latin
03/27/1730,"pote, joseph",la belle assemblee
10/02/1730,"astley, thomas",jenkins christian religion
10/02/1730,"astley, thomas",jenkins remarks
10/02/1730,"bettesworth, arthur",antidotum britanicum
10/02/1730,"bettesworth, arthur",archbishop of cambray life
10/02/1730,"bettesworth, arthur",catechumenorum ductor
10/02/1730,"bettesworth, arthur",conick sections
10/02/1730,"bettesworth, arthur",country gentleman vade mecum
10/02/1730,"bettesworth, arthur",gentleman jockey
10/02/1730,"bettesworth, arthur",siege of barcelona
10/02/1730,"birt, samuel",history of the bible
10/02/1730,"clarke, john (dl and spc)",aesop fables
10/02/1730,"clarke, john (dl and spc)",book of knowledge
10/02/1730,"clarke, john (dl and spc)",collier supplement
10/02/1730,"clarke, john (dl and spc)",concilium
10/02/1730,"clarke, john (dl and spc)",copies
10/02/1730,"clarke, john (dl and spc)",description of the world
10/02/1730,"clarke, john (dl and spc)",devout companion
10/02/1730,"clarke, john (dl and spc)",dictionary collier
10/02/1730,"clarke, john (dl and spc)",dutch fortuneteller
10/02/1730,"clarke, john (dl and spc)",echard works
10/02/1730,"clarke, john (dl and spc)",exact dealer
10/02/1730,"clarke, john (dl and spc)",funeral gift
10/02/1730,"clarke, john (dl and spc)",gauden sacrament
10/02/1730,"clarke, john (dl and spc)",gentle craft
10/02/1730,"clarke, john (dl and spc)",gentleman jockey
10/02/1730,"clarke, john (dl and spc)",government of cattle
10/02/1730,"clarke, john (dl and spc)",history of europe
10/02/1730,"clarke, john (dl and spc)",history of parismus
10/02/1730,"clarke, john (dl and spc)",monasticon anglicanum
10/02/1730,"clarke, john (dl and spc)",necessary companion
10/02/1730,"clarke, john (dl and spc)",playbook for children
10/02/1730,"clarke, john (dl and spc)",pleasures of matrimony
10/02/1730,"clarke, john (dl and spc)",rudiments of rhetoric
10/02/1730,"clarke, john (dl and spc)",salmon family dictionary
10/02/1730,"clarke, john (dl and spc)",salmon herbal
10/02/1730,"clarke, john (dl and spc)",secretary guide
10/02/1730,"clarke, john (dl and spc)",sion in distress
10/02/1730,"clarke, john (dl and spc)",surgery
10/02/1730,"clarke, john (dl and spc)",trader guide
10/02/1730,"clarke, john (dl and spc)",turkish spy
10/02/1730,"clarke, john (dl and spc)",wars of the jews
10/02/1730,"clarke, john (dl and spc)",wits cabinet
10/02/1730,"walthoe, john i",art of history
10/02/1730,"walthoe, john i",mackenzie reason
10/02/1730,"walthoe, john i",morley letters to ulitius
10/02/1730,"walthoe, john i",speeches at dr. sacheverel tryal
10/02/1730,"wilde, allington",aesop fables
10/02/1730,"wilde, allington",book of knowledge
10/02/1730,"wilde, allington",collier supplement
10/02/1730,"wilde, allington",concilium
10/02/1730,"wilde, allington",copies
10/02/1730,"wilde, allington",description of the world
10/02/1730,"wilde, allington",devout companion
10/02/1730,"wilde, allington",dictionary collier
10/02/1730,"wilde, allington",dutch fortuneteller
10/02/1730,"wilde, allington",echard works
10/02/1730,"wilde, allington",exact dealer
10/02/1730,"wilde, allington",funeral gift
10/02/1730,"wilde, allington",gauden sacrament
10/02/1730,"wilde, allington",gentle craft
10/02/1730,"wilde, allington",gentleman jockey
10/02/1730,"wilde, allington",government of cattle
10/02/1730,"wilde, allington",history of europe
10/02/1730,"wilde, allington",history of parismus
10/02/1730,"wilde, allington",monasticon anglicanum
10/02/1730,"wilde, allington",necessary companion
10/02/1730,"wilde, allington",playbook for children
10/02/1730,"wilde, allington",pleasures of matrimony
10/02/1730,"wilde, allington",rudiments of rhetoric
10/02/1730,"wilde, allington",salmon family dictionary
10/02/1730,"wilde, allington",salmon herbal
10/02/1730,"wilde, allington",secretary guide
10/02/1730,"wilde, allington",sion in distress
10/02/1730,"wilde, allington",surgery
10/02/1730,"wilde, allington",trader guide
10/02/1730,"wilde, allington",turkish spy
10/02/1730,"wilde, allington",wars of the jews
10/02/1730,"wilde, allington",wits cabinet
10/02/1730,"willford, john",christian best guide
10/02/1730,"willford, john",complete sportsman
10/02/1730,"willford, john",cursus medicinae
10/02/1730,"willford, john",d'assigny against the anabaptists
10/02/1730,"willford, john",devout christian manual
10/02/1730,"willford, john",dictionary kersey
10/02/1730,"willford, john",dictionary philips
10/02/1730,"willford, john",historical dictionary
10/02/1730,"willford, john",holy court
10/02/1730,"williamson, richard",125th and 13th reports
